Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2017,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(37.645970271, -84.774971048)",21,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2017,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(44.393191174, -89.816370742)",55,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2017,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,11.6,11.6,,,6.9,18.8,21,"21,899",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(39.49324039, -117.071840564)",32,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2017,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,8.2,8.2,,,7.1,9.4,270,"94,183",Disability Type,Cognitive Disability,,,DISEST,SEXIND,"(42.469400913, -93.816490556)",19,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2017,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(39.008830667, -75.577741168)",10,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2017,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,12.5,12.5,,,10.5,14.8,238,"50,596",Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(45.254228894001, -68.985031336)",23,AGE01,PREV,DISTYPE,COGDIS,,
2017,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,14.2,14.2,,,11.8,17,295,"52,050",Disability Type,Cognitive Disability,,,DISEST,SEXIND,"(39.008830667, -75.577741168)",10,SEX02,AGEADJPREV,DISTYPE,COGDIS,,
2017,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,13.5,13.5,,,9.9,18.1,115,"52,519",Disability Type,Cognitive Disability,,,DISEST,RACEIND,,88,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2017,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,11.9,11.9,,,9.1,15.5,107,"117,784",Disability Type,Cognitive Disability,,,DISEST,VETIND,"(32.839681093, -83.627580346)",13,VET1,AGEADJPREV,DISTYPE,COGDIS,,
2017,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,8.3,8.3,,,5.8,11.7,58,"31,165",Disability Type,Cognitive Disability,,,DISEST,VETIND,"(39.49324039, -117.071840564)",32,VET1,AGEADJPREV,DISTYPE,COGDIS,,
2017,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,13.4,13.4,,,7.7,22.3,31,"29,582",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(44.393191174, -89.816370742)",55,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2017,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,13,13,,,11.7,14.5,788,"477,054",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(38.635790776, -92.566300053)",29,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2017,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,14.6,14.6,,,8.1,24.8,34,"5,793",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(41.56266102, -72.649840952)",9,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2017,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(31.312660644, -92.445680071)",22,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2017,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,9.5,9.5,,,5.3,16.7,35,"79,499",Disability Type,Cognitive Disability,,,DISEST,RACEIND,,83,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2017,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,,86,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2017,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,19.3,19.3,,,16.8,22,231,"113,898",Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(38.665510202, -80.712640135)",54,AGE01,PREV,DISTYPE,COGDIS,,
2017,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,,85,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2017,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(44.567449424, -120.155031326)",41,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2017,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(34.520880952, -106.240580985)",35,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2017,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,10.1,10.1,,,8.4,12,152,"14,601",Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(43.235541343, -108.109830353)",56,AGE02,PREV,DISTYPE,COGDIS,,
2017,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(40.060210141, -82.404260056)",39,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2017,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,21.4,21.4,,,19.2,23.6,589,"153,596",Disability Type,Cognitive Disability,,,DISEST,SEXIND,"(38.665510202, -80.712640135)",54,SEX02,AGEADJPREV,DISTYPE,COGDIS,,
2017,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,11.5,11.5,,,6.7,18.8,27,"18,216",Disability Type,Cognitive Disability,,,DISEST,RACEIND,,87,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2017,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,10,10,,,9.3,10.7,"3,458","1,018,741",Disability Type,Cognitive Disability,,,DISEST,VETIND,,80,VET2,AGEADJPREV,DISTYPE,COGDIS,,
2017,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,19.7,19.7,,,13.3,28.3,34,"11,679",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(39.766910452, -86.149960194)",18,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2017,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,12.5,12.5,,,11.3,13.7,"2,533","1,787,294",Disability Type,Cognitive Disability,,,DISEST,VETIND,"(28.932040377, -81.928960539)",12,VET2,AGEADJPREV,DISTYPE,COGDIS,,
2017,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,11.3,11.3,,,9.6,13.4,250,"38,291",Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(34.520880952, -106.240580985)",35,AGE03,PREV,DISTYPE,COGDIS,,
2017,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(39.49324039, -117.071840564)",32,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2017,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,7.9,7.9,,,6,10.3,137,"50,519",Disability Type,Cognitive Disability,,,DISEST,RACEIND,,80,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2017,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(47.475319779, -100.118421049)",38,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2017,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,24.7,24.7,,,15.7,36.6,23,"4,463",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(38.665510202, -80.712640135)",54,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2017,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,9.1,9.1,,,7.8,10.5,365,"313,197",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(44.393191174, -89.816370742)",55,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2017,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(37.638640123, -120.999999538)",6,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2017,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,8.9,8.9,,,7.3,10.8,136,"8,072",Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(43.235541343, -108.109830353)",56,AGE03,PREV,DISTYPE,COGDIS,,
2017,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,15.2,15.2,,,12.2,18.8,113,"17,400",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(38.3477403, -98.200781227)",20,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2017,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,9,9,,,7.7,10.4,435,"121,691",Disability Type,Cognitive Disability,,,DISEST,SEXIND,"(41.56266102, -72.649840952)",9,SEX02,AGEADJPREV,DISTYPE,COGDIS,,
2017,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,34.8,34.8,,,22.6,49.4,41,"26,877",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(38.635790776, -92.566300053)",29,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2017,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,10,10,,,9.4,10.7,"1,566","161,038",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(38.3477403, -98.200781227)",20,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2017,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,17.5,17.5,,,13.3,22.7,179,"37,349",Disability Type,Cognitive Disability,,,DISEST,RACEIND,,80,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2017,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(47.066528972, -109.424420645)",30,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2017,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,18.8,18.8,,,10.2,32,15,"16,882",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(44.661319543001, -84.71439027)",26,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2017,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(44.567449424, -120.155031326)",41,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2017,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,11.8,11.8,,,10.6,13.1,779,"287,593",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(33.998821303, -81.045371207)",45,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2017,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,10.7,10.7,,,9.6,11.8,"1,084","523,487",Disability Type,Cognitive Disability,,,DISEST,AGEIND,,80,AGE01,PREV,DISTYPE,COGDIS,,
2017,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(38.3477403, -98.200781227)",20,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2017,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(35.68094058, -85.774490914)",47,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2017,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,9.1,9.1,,,8.4,9.8,"1,946","464,492",Disability Type,Cognitive Disability,,,DISEST,SEXIND,,86,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2017,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,6.4,6.4,,,5.3,7.7,153,"7,191",Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(47.475319779, -100.118421049)",38,AGE03,PREV,DISTYPE,COGDIS,,
2017,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,17,17,,,11.7,24.1,35,"4,262",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(47.475319779, -100.118421049)",38,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2017,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,15.2,15.2,,,13.6,16.9,"1,731","1,490,473",Disability Type,Cognitive Disability,,,DISEST,AGEIND,,85,AGE02,PREV,DISTYPE,COGDIS,,
2017,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,13.5,13.5,,,11.8,15.4,302,"106,916",Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(32.840571122, -86.631860762)",1,AGE03,PREV,DISTYPE,COGDIS,,
2017,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,8.3,8.3,,,7.6,9,"1,185","131,731",Disability Type,Cognitive Disability,,,DISEST,AGEIND,,87,AGE03,PREV,DISTYPE,COGDIS,,
2017,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,9.3,9.3,,,7.9,10.9,540,"51,781",Disability Type,Cognitive Disability,,,DISEST,VETIND,"(44.353130053, -100.373530637)",46,VET2,AGEADJPREV,DISTYPE,COGDIS,,
2017,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,9.3,9.3,,,8.5,10.2,"3,114","761,625",Disability Type,Cognitive Disability,,,DISEST,RACEIND,,80,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2017,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,9,9,,,7.4,10.9,149,"22,740",Disability Type,Cognitive Disability,,,DISEST,SEXIND,"(38.890371385, -77.031961127)",11,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2017,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,14.8,14.8,,,12.8,17.2,357,"181,084",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(32.745510099, -89.538030825)",28,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2017,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,9.7,9.7,,,8.6,11,383,"191,259",Disability Type,Cognitive Disability,,,DISEST,SEXIND,"(38.843840757, -106.133610921)",8,SEX02,AGEADJPREV,DISTYPE,COGDIS,,
2017,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,11.7,11.7,,,10.9,12.6,"1,196","513,699",Disability Type,Cognitive Disability,,,DISEST,VETIND,"(39.766910452, -86.149960194)",18,VET2,AGEADJPREV,DISTYPE,COGDIS,,
2017,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,17.9,17.9,,,13.7,23.1,167,"64,663",Disability Type,Cognitive Disability,,,DISEST,VETIND,"(37.645970271, -84.774971048)",21,VET1,AGEADJPREV,DISTYPE,COGDIS,,
2017,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,8.2,8.2,,,6.7,10.1,149,"9,345",Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(43.625381239, -72.517640791)",50,AGE03,PREV,DISTYPE,COGDIS,,
